Sequence_ID,EC_Number,PDB_ID,Chain_ID,PDB_Chain,Query_PDB,Template_PDB,RMSD,Aligned_Atoms,Nucleotide_Found,PNG_File,PDB_File
Q02QE8,7.3.2.2,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q02QE8_7.3.2.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,0.684,75,False,Q02QE8_7.3.2.2_vs_121p_A_visualization.png,Q02QE8_7.3.2.2_vs_121p_A_aligned.pdb
Q8K274,2.7.1.172,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q8K274_2.7.1.172.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,14.498,309,True,Q8K274_2.7.1.172_vs_3dnt_A_visualization.png,Q8K274_2.7.1.172_vs_3dnt_A_aligned.pdb
Q9H479,2.7.1.172,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q9H479_2.7.1.172.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,13.860,170,True,Q9H479_2.7.1.172_vs_3dnt_A_visualization.png,Q9H479_2.7.1.172_vs_3dnt_A_aligned.pdb
Q10SM2,2.7.1.172,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q10SM2_2.7.1.172.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,16.242,333,True,Q10SM2_2.7.1.172_vs_3dnt_A_visualization.png,Q10SM2_2.7.1.172_vs_3dnt_A_aligned.pdb
A2XBT1,2.7.1.172,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2XBT1_2.7.1.172.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,16.378,612,True,A2XBT1_2.7.1.172_vs_3dnt_A_visualization.png,A2XBT1_2.7.1.172_vs_3dnt_A_aligned.pdb
Q9ER35,2.7.1.172,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q9ER35_2.7.1.172.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,16.798,581,True,Q9ER35_2.7.1.172_vs_3dnt_A_visualization.png,Q9ER35_2.7.1.172_vs_3dnt_A_aligned.pdb
P37732,7.3.2.5,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P37732_7.3.2.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,8.763,174,False,P37732_7.3.2.5_vs_121p_A_visualization.png,P37732_7.3.2.5_vs_121p_A_aligned.pdb
P09833,7.3.2.5,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P09833_7.3.2.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,15.405,648,False,P09833_7.3.2.5_vs_121p_A_visualization.png,P09833_7.3.2.5_vs_121p_A_aligned.pdb
P59738,7.3.2.5,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P59738_7.3.2.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,15.421,648,False,P59738_7.3.2.5_vs_121p_A_visualization.png,P59738_7.3.2.5_vs_121p_A_aligned.pdb
P9WQL2,7.3.2.5,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P9WQL2_7.3.2.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,0.710,61,False,P9WQL2_7.3.2.5_vs_121p_A_visualization.png,P9WQL2_7.3.2.5_vs_121p_A_aligned.pdb
P45321,7.3.2.5,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P45321_7.3.2.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.557,466,False,P45321_7.3.2.5_vs_121p_A_visualization.png,P45321_7.3.2.5_vs_121p_A_aligned.pdb
O25587,4.1.2.50,7v0f,A,7v0fA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O25587_4.1.2.50.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7v0f_A.pdb,1.412,965,False,O25587_4.1.2.50_vs_7v0f_A_visualization.png,O25587_4.1.2.50_vs_7v0f_A_aligned.pdb
O29809,4.1.2.50,7v0f,A,7v0fA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O29809_4.1.2.50.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7v0f_A.pdb,3.052,557,False,O29809_4.1.2.50_vs_7v0f_A_visualization.png,O29809_4.1.2.50_vs_7v0f_A_aligned.pdb
B0R9W7,4.1.2.50,7v0f,A,7v0fA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B0R9W7_4.1.2.50.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7v0f_A.pdb,2.016,477,False,B0R9W7_4.1.2.50_vs_7v0f_A_visualization.png,B0R9W7_4.1.2.50_vs_7v0f_A_aligned.pdb
O31676,4.1.2.50,7v0f,A,7v0fA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O31676_4.1.2.50.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7v0f_A.pdb,5.452,719,False,O31676_4.1.2.50_vs_7v0f_A_visualization.png,O31676_4.1.2.50_vs_7v0f_A_aligned.pdb
O27296,4.1.2.50,7v0f,A,7v0fA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O27296_4.1.2.50.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7v0f_A.pdb,3.350,586,False,O27296_4.1.2.50_vs_7v0f_A_visualization.png,O27296_4.1.2.50_vs_7v0f_A_aligned.pdb
A0PPH1,2.7.1.71,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0PPH1_2.7.1.71.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,9.432,311,False,A0PPH1_2.7.1.71_vs_121p_A_visualization.png,A0PPH1_2.7.1.71_vs_121p_A_aligned.pdb
A0KN29,2.7.1.71,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KN29_2.7.1.71.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,16.301,726,False,A0KN29_2.7.1.71_vs_121p_A_visualization.png,A0KN29_2.7.1.71_vs_121p_A_aligned.pdb
A0B8V5,2.7.1.71,3v2u,C,3v2uC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0B8V5_2.7.1.71.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3v2u_C.pdb,2.825,321,True,A0B8V5_2.7.1.71_vs_3v2u_C_visualization.png,A0B8V5_2.7.1.71_vs_3v2u_C_aligned.pdb
A0LUH0,2.7.1.71,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LUH0_2.7.1.71.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,17.729,911,False,A0LUH0_2.7.1.71_vs_121p_A_visualization.png,A0LUH0_2.7.1.71_vs_121p_A_aligned.pdb
A0L243,2.7.1.71,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0L243_2.7.1.71.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,16.915,729,False,A0L243_2.7.1.71_vs_121p_A_visualization.png,A0L243_2.7.1.71_vs_121p_A_aligned.pdb
O85786,2.7.1.49,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O85786_2.7.1.49.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,8.460,970,False,O85786_2.7.1.49_vs_2jg1_C_visualization.png,O85786_2.7.1.49_vs_2jg1_C_aligned.pdb
O25515,2.7.1.49,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O25515_2.7.1.49.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,6.433,730,False,O25515_2.7.1.49_vs_2jg1_C_visualization.png,O25515_2.7.1.49_vs_2jg1_C_aligned.pdb
O67772,2.7.1.49,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O67772_2.7.1.49.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,7.649,1085,False,O67772_2.7.1.49_vs_2jg1_C_visualization.png,O67772_2.7.1.49_vs_2jg1_C_aligned.pdb
O31620,2.7.1.49,2jg1,C,2jg1C,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O31620_2.7.1.49.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2jg1_C.pdb,2.967,645,False,O31620_2.7.1.49_vs_2jg1_C_visualization.png,O31620_2.7.1.49_vs_2jg1_C_aligned.pdb
P46903,7.2.2.4,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P46903_7.2.2.4.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,13.607,447,False,P46903_7.2.2.4_vs_121p_A_visualization.png,P46903_7.2.2.4_vs_121p_A_aligned.pdb
A1SXA4,2.7.1.2,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1SXA4_2.7.1.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,10.929,334,True,A1SXA4_2.7.1.2_vs_1d4x_A_visualization.png,A1SXA4_2.7.1.2_vs_1d4x_A_aligned.pdb
A1ADR4,2.7.1.2,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1ADR4_2.7.1.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,24.138,1046,True,A1ADR4_2.7.1.2_vs_1d4x_A_visualization.png,A1ADR4_2.7.1.2_vs_1d4x_A_aligned.pdb
A1JLD7,2.7.1.2,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1JLD7_2.7.1.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,11.440,389,True,A1JLD7_2.7.1.2_vs_1d4x_A_visualization.png,A1JLD7_2.7.1.2_vs_1d4x_A_aligned.pdb
A1KUL0,2.7.1.2,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1KUL0_2.7.1.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,23.228,1095,True,A1KUL0_2.7.1.2_vs_1d4x_A_visualization.png,A1KUL0_2.7.1.2_vs_1d4x_A_aligned.pdb
A1U1P2,2.7.1.2,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1U1P2_2.7.1.2.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,12.566,533,True,A1U1P2_2.7.1.2_vs_1d4x_A_visualization.png,A1U1P2_2.7.1.2_vs_1d4x_A_aligned.pdb
E7F3I6,2.7.1.78,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/E7F3I6_2.7.1.78.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,4.157,216,False,E7F3I6_2.7.1.78_vs_121p_A_visualization.png,E7F3I6_2.7.1.78_vs_121p_A_aligned.pdb
A2VE01,2.7.1.78,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2VE01_2.7.1.78.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,15.058,589,False,A2VE01_2.7.1.78_vs_121p_A_visualization.png,A2VE01_2.7.1.78_vs_121p_A_aligned.pdb
O13911,2.7.1.78,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O13911_2.7.1.78.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,16.069,696,False,O13911_2.7.1.78_vs_121p_A_visualization.png,O13911_2.7.1.78_vs_121p_A_aligned.pdb
A0KYA3,6.3.3.1,5dd7,A,5dd7A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KYA3_6.3.3.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dd7_A.pdb,4.477,912,False,A0KYA3_6.3.3.1_vs_5dd7_A_visualization.png,A0KYA3_6.3.3.1_vs_5dd7_A_aligned.pdb
A0LA23,6.3.3.1,5dd7,A,5dd7A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LA23_6.3.3.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dd7_A.pdb,7.086,1101,False,A0LA23_6.3.3.1_vs_5dd7_A_visualization.png,A0LA23_6.3.3.1_vs_5dd7_A_aligned.pdb
A0AJM1,6.3.3.1,5dd7,A,5dd7A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0AJM1_6.3.3.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dd7_A.pdb,8.147,922,False,A0AJM1_6.3.3.1_vs_5dd7_A_visualization.png,A0AJM1_6.3.3.1_vs_5dd7_A_aligned.pdb
A0K4T7,6.3.3.1,5dd7,A,5dd7A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0K4T7_6.3.3.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dd7_A.pdb,3.230,1044,False,A0K4T7_6.3.3.1_vs_5dd7_A_visualization.png,A0K4T7_6.3.3.1_vs_5dd7_A_aligned.pdb
A0KM24,6.3.3.1,5dd7,A,5dd7A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KM24_6.3.3.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dd7_A.pdb,4.588,861,False,A0KM24_6.3.3.1_vs_5dd7_A_visualization.png,A0KM24_6.3.3.1_vs_5dd7_A_aligned.pdb
P38046,7.3.2.4,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P38046_7.3.2.4.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,3.391,147,False,P38046_7.3.2.4_vs_121p_A_visualization.png,P38046_7.3.2.4_vs_121p_A_aligned.pdb
P73265,7.3.2.4,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P73265_7.3.2.4.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,13.986,765,False,P73265_7.3.2.4_vs_121p_A_visualization.png,P73265_7.3.2.4_vs_121p_A_aligned.pdb
P14788,7.3.2.3,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P14788_7.3.2.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.184,764,False,P14788_7.3.2.3_vs_121p_A_visualization.png,P14788_7.3.2.3_vs_121p_A_aligned.pdb
P0A4W3,7.3.2.3,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0A4W3_7.3.2.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,13.201,508,False,P0A4W3_7.3.2.3_vs_121p_A_visualization.png,P0A4W3_7.3.2.3_vs_121p_A_aligned.pdb
O31427,7.3.2.3,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O31427_7.3.2.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.348,431,False,O31427_7.3.2.3_vs_121p_A_visualization.png,O31427_7.3.2.3_vs_121p_A_aligned.pdb
P10091,7.3.2.3,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P10091_7.3.2.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,10.435,222,False,P10091_7.3.2.3_vs_121p_A_visualization.png,P10091_7.3.2.3_vs_121p_A_aligned.pdb
A0JT43,6.2.1.5,5dgh,A,5dghA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0JT43_6.2.1.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dgh_A.pdb,15.526,519,False,A0JT43_6.2.1.5_vs_5dgh_A_visualization.png,A0JT43_6.2.1.5_vs_5dgh_A_aligned.pdb
A0KJK9,6.2.1.5,5dgh,A,5dghA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KJK9_6.2.1.5.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dgh_A.pdb,14.088,275,False,A0KJK9_6.2.1.5_vs_5dgh_A_visualization.png,A0KJK9_6.2.1.5_vs_5dgh_A_aligned.pdb
A0KTI5,2.7.1.25,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KTI5_2.7.1.25.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,0.342,64,False,A0KTI5_2.7.1.25_vs_121p_A_visualization.png,A0KTI5_2.7.1.25_vs_121p_A_aligned.pdb
A1RGG0,2.7.1.25,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1RGG0_2.7.1.25.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,9.204,409,False,A1RGG0_2.7.1.25_vs_121p_A_visualization.png,A1RGG0_2.7.1.25_vs_121p_A_aligned.pdb
A0KP33,2.7.1.25,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KP33_2.7.1.25.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,9.893,755,False,A0KP33_2.7.1.25_vs_121p_A_visualization.png,A0KP33_2.7.1.25_vs_121p_A_aligned.pdb
A1AEU4,2.7.1.25,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1AEU4_2.7.1.25.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.379,725,False,A1AEU4_2.7.1.25_vs_121p_A_visualization.png,A1AEU4_2.7.1.25_vs_121p_A_aligned.pdb
A6ZYQ3,3.6.1.29,1fit,A,1fitA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6ZYQ3_3.6.1.29.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1fit_A.pdb,0.815,576,False,A6ZYQ3_3.6.1.29_vs_1fit_A_visualization.png,A6ZYQ3_3.6.1.29_vs_1fit_A_aligned.pdb
A2VDP5,3.6.1.29,6c02,A,6c02A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2VDP5_3.6.1.29.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6c02_A.pdb,1.079,1862,False,A2VDP5_3.6.1.29_vs_6c02_A_visualization.png,A2VDP5_3.6.1.29_vs_6c02_A_aligned.pdb
B3LFZ1,3.6.1.29,1fit,A,1fitA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B3LFZ1_3.6.1.29.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1fit_A.pdb,0.850,588,False,B3LFZ1_3.6.1.29_vs_1fit_A_visualization.png,B3LFZ1_3.6.1.29_vs_1fit_A_aligned.pdb
C7GQV5,3.6.1.29,1fit,A,1fitA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/C7GQV5_3.6.1.29.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1fit_A.pdb,0.852,590,False,C7GQV5_3.6.1.29_vs_1fit_A_visualization.png,C7GQV5_3.6.1.29_vs_1fit_A_aligned.pdb
B5VGI4,3.6.1.29,1fit,A,1fitA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B5VGI4_3.6.1.29.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1fit_A.pdb,0.817,577,False,B5VGI4_3.6.1.29_vs_1fit_A_visualization.png,B5VGI4_3.6.1.29_vs_1fit_A_aligned.pdb
P44986,7.6.2.15,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P44986_7.6.2.15.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.924,664,False,P44986_7.6.2.15_vs_121p_A_visualization.png,P44986_7.6.2.15_vs_121p_A_aligned.pdb
Q0I354,7.6.2.15,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q0I354_7.6.2.15.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.876,709,False,Q0I354_7.6.2.15_vs_121p_A_visualization.png,Q0I354_7.6.2.15_vs_121p_A_aligned.pdb
P31548,7.6.2.15,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P31548_7.6.2.15.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,16.989,766,False,P31548_7.6.2.15_vs_121p_A_visualization.png,P31548_7.6.2.15_vs_121p_A_aligned.pdb
Q0TLS2,7.6.2.15,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q0TLS2_7.6.2.15.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,11.390,242,False,Q0TLS2_7.6.2.15_vs_121p_A_visualization.png,Q0TLS2_7.6.2.15_vs_121p_A_aligned.pdb
Q0T8D1,7.6.2.15,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q0T8D1_7.6.2.15.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,11.318,240,False,Q0T8D1_7.6.2.15_vs_121p_A_visualization.png,Q0T8D1_7.6.2.15_vs_121p_A_aligned.pdb
P80081,4.2.3.12,7v0f,A,7v0fA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P80081_4.2.3.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7v0f_A.pdb,8.573,472,False,P80081_4.2.3.12_vs_7v0f_A_visualization.png,P80081_4.2.3.12_vs_7v0f_A_aligned.pdb
P48611,4.2.3.12,7v0f,A,7v0fA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P48611_4.2.3.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7v0f_A.pdb,5.191,541,False,P48611_4.2.3.12_vs_7v0f_A_visualization.png,P48611_4.2.3.12_vs_7v0f_A_aligned.pdb
Q03393,4.2.3.12,7v0f,A,7v0fA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q03393_4.2.3.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7v0f_A.pdb,4.375,480,False,Q03393_4.2.3.12_vs_7v0f_A_visualization.png,Q03393_4.2.3.12_vs_7v0f_A_aligned.pdb
O02058,4.2.3.12,7v0f,A,7v0fA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O02058_4.2.3.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7v0f_A.pdb,3.413,483,False,O02058_4.2.3.12_vs_7v0f_A_visualization.png,O02058_4.2.3.12_vs_7v0f_A_aligned.pdb
P27213,4.2.3.12,7v0f,A,7v0fA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P27213_4.2.3.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7v0f_A.pdb,3.457,443,False,P27213_4.2.3.12_vs_7v0f_A_visualization.png,P27213_4.2.3.12_vs_7v0f_A_aligned.pdb
P23878,7.2.2.17,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P23878_7.2.2.17.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,0.374,65,False,P23878_7.2.2.17_vs_121p_A_visualization.png,P23878_7.2.2.17_vs_121p_A_aligned.pdb
